0	1	0.32306085	0.33224862	0.31828960	0.31934662	0.31629896	0.31812944	0.32276498	0.31966371	0.32010477	0.32847682	0.32248897	0.31788143	0.31911369	0.31835862	0.32558728	0.33487699	0.32959410	0.32328027	0.32489784	0.32142480	0.32079157	0.31808164	0.32485545	0.32552458	0.31724322	0.32085975	0.32072432	0.32012032	0.32444689	0.31915342	0.32264103	627.11102436	0.31760083	0.32275595	0.31558887	0.31889221	0.32860190	0.34393411	0.32085602	0.31848817	0.32183190	0.31806213	0.32332292	0.32448185	0.32181567	0.32231088	0.32115451	0.31744662	0.32037804	0.32268818	0.31975420	0.31655312	0.31961900	0.31833212	0.33528013	0.32981166	0.31765905	0.31794825	0.32306179	0.31676644	0.31629667	0.32098155	0.31695262	0.32268354	0.32348665	0.31817388	0.31962357	0.32374409	0.31957282	0.31916098	0.32287507	0.31874430	0.31946885	0.31827677	0.32075112	0.32177310	0.31878129	0.32277616	0.32026594	0.31944927	0.32243461	0.31916199	0.31993155	0.32648696	0.31981055	0.31986420	0.32659976	0.31729156	0.32479137	0.32651877	0.32675613	0.32385835	0.32830713	0.31635183	0.32182168	0.32762803	0.32664022	0.31847758	0.31832946	0.32726913
1	2	0.35395434	0.34359989	0.35041338	0.34774145	0.35622051	0.34342583	0.35058785	0.34888945	0.35149171	0.35274254	431.83395788	0.34784419	0.34484745	0.34769335	0.34371888	161.52834812	0.34362813	126.64844067	0.34831827	0.35168146	0.34767384	0.34013787	0.35012312	0.34830750	0.35502842	0.34652854	0.35276721	0.35964871	0.34957050	0.35389652	0.34338337	0.34907572	0.34236356	0.35061894	0.34700808	0.34468515	0.34878801	0.34820443	0.35151739	0.35194560	0.34678217	0.34576532	0.34919555	0.34995317	0.35038124	0.34223176	0.34598506	0.35251450	0.34798981	0.34768305	0.35351683	0.35326597	0.34258569	0.34337967	0.34485297	0.35160817	0.34798966	0.34753585	0.34922125	0.35369937	0.34981165	0.35146865	0.34812692	0.35376329	0.34481026	0.34551657	0.35341424	0.35130602	0.34409066	0.34588573	0.34263536	0.35525158	0.35209741	0.35881309	0.35129666	0.34675171	0.35373105	0.34590177	0.35709472	0.34288896	0.34694824	0.34965516	0.34544002	0.34503094	0.34367575	0.35012811	0.35110799	0.34116296	146.55069962	0.34003871	0.34573338	160.46224575	0.34550040	0.34572957	0.34817436	0.34801642	0.35304081	0.34916053	169.16583197	0.34943072
2	3	0.32529370	0.33480294	0.32191578	0.32049199	0.32163248	0.32513876	0.32186498	0.32337292	0.32698157	0.33042284	0.32841827	0.32278976	0.32261513	0.32340269	0.32779141	0.33417214	0.33333164	0.32854020	0.32378490	0.32452270	0.32283223	0.32310272	0.32682244	0.33185648	0.32140302	0.32732496	0.32462048	0.32263341	0.32519151	0.32435086	0.33017428	0.32674868	0.32481833	0.32728331	0.32446149	0.32356933	0.32963466	0.33682505	0.32525031	0.32300103	0.32650841	0.32037645	0.32785004	0.32837559	0.32718831	0.32346257	0.32154126	0.32182656	0.32392745	0.32661194	0.32463683	0.32211192	0.31894332	0.32006363	0.33225405	0.32979776	0.32358805	0.32316757	0.32738308	0.32403009	0.32068723	0.32534496	0.32464963	0.32284381	0.32749623	0.32096998	0.32520453	0.32359262	0.32191585	0.32963423	0.32379587	0.32283516	0.32614600	0.32098002	0.32506346	0.32318917	0.32507008	0.32743928	0.32259860	0.32344991	0.32328151	0.32328944	0.32699885	0.32832877	0.32647867	0.32304822	0.32706780	0.32277159	0.32564203	0.32861352	0.32646623	0.32597112	0.33099321	0.32438706	0.32285182	0.32573094	559.76837128	0.32290706	0.32363007	0.32869874
3	4	0.33463924	0.34149935	0.33401397	0.32590140	0.33510195	0.33270614	0.32931688	0.33228351	0.33259531	0.34476480	0.33460303	0.32980547	0.33643651	0.33378129	0.34367375	0.34149105	0.34960073	0.34382493	0.33631510	441.39196631	0.34013277	0.32904825	0.33992901	0.33986480	0.33063127	0.33268641	0.33534612	0.33372547	0.33442139	0.33406546	0.34430751	0.33545816	0.32825157	0.33636453	0.32769411	0.33193787	0.34538917	252.65735071	0.33823134	0.32866158	0.33666879	0.33228008	0.33570985	0.33701317	0.33812870	0.33543772	0.33309002	0.33067313	0.33376302	0.33208313	0.33330838	0.33430643	0.32684559	0.33419832	0.34092495	0.33993544	0.33020194	0.33892570	0.33974234	0.32670144	0.33111360	0.33745268	0.33140352	0.33603907	0.33162612	0.33241022	0.32700887	0.33081096	0.33460178	0.33392704	0.33698754	0.32769424	0.33899894	0.33247886	0.33521706	0.33320048	0.33396844	0.33951021	0.33868673	0.33047076	0.33855255	0.33079960	0.33944578	0.33807758	0.33731505	0.33530631	148.40118991	0.33364235	0.33679728	0.34035130	0.33821361	0.34146500	0.34425629	0.32642874	0.33088077	0.33689171	0.34214853	0.33630188	0.33015979	0.33929630
4	5	0.34976758	0.35274190	0.35278653	0.34366534	0.35041087	0.34624657	874.08773013	0.35134264	0.35177611	0.35184857	1890.16632760	0.35206843	0.35095877	0.34989955	0.34964849	780.01063990	0.35207716	0.35239585	0.35101788	0.35061808	0.34957785	0.35020829	0.35229760	0.35120152	0.35147570	0.34975139	0.35108414	0.35097728	0.35228590	0.35044907	0.34987619	0.34644574	0.34947372	0.35251930	0.34833758	0.34708585	154.46944982	0.35260507	0.34750822	0.35397452	0.35131505	0.35259314	0.35232344	0.35202866	0.35226153	0.34832476	1169.15780890	0.35071651	0.34973699	0.35077879	0.35282780	0.35129603	0.34114000	0.34642216	0.35084083	0.34872379	0.35001364	0.34425020	0.34986918	0.35150211	223.78399699	0.35295422	0.34728591	0.35368328	0.35009089	0.34896796	0.34448261	0.34836629	0.34804462	0.35166570	0.35202760	0.35228758	1487.61931194	0.35076719	0.35252000	0.35211188	567.51415241	0.34981577	0.35088066	0.35173291	0.34813046	0.35171658	0.35084450	0.35152533	0.34965734	0.35143487	0.35110441	0.34807666	0.35182699	0.34760620	0.34904724	0.34790457	0.35238599	0.35030359	0.35184286	285.92690438	0.35013026	1110.69542166	0.35118757	0.34838451
5	6	0.33882473	0.34910038	0.33629011	0.33157775	0.33871813	0.33600862	0.33834388	0.35262295	0.35087199	0.34588824	0.34383714	0.33665276	0.33733833	0.34035763	0.34363449	0.34336790	0.34824291	0.34055878	0.33633013	0.33299761	0.33802232	0.35042001	0.33559395	0.34169434	0.33144423	0.33505644	0.33447457	0.33715415	0.34060576	0.33588205	0.34396922	0.33932402	0.33090093	0.34002441	0.33664593	0.33019306	0.34595170	0.35172133	0.33514547	0.33366815	0.33630083	0.33483869	0.33893009	0.33562656	0.33590436	0.33948689	0.33142796	0.33321164	0.33916936	0.33554569	0.33506276	0.34473909	0.32852803	0.32919820	0.34717684	0.33947357	0.33253871	0.34203843	0.34015479	0.33219829	0.33661506	0.33252583	0.34027026	0.33768811	0.34775100	0.33872522	9.66711541	0.33614390	0.33416877	0.33406233	0.33710548	0.33175103	0.34118951	0.33546401	0.35450410	0.33228026	0.34405801	0.33375812	0.33464635	0.33297765	0.34947292	0.33310726	0.33537391	0.33774948	3632.14122973	0.33211018	0.33940790	0.32992442	0.34732645	0.33402188	0.33694650	0.33432546	0.34335203	0.33198360	0.34062031	0.33545102	0.34693545	0.34232529	0.33112319	0.33810878
6	7	0.34065341	0.34532536	0.33464353	0.33852407	0.32955942	0.34225725	0.33607869	0.33453042	0.33625586	0.34869114	0.34183310	0.33990788	0.34075731	0.33566564	0.34586772	0.34757607	0.35479718	0.34862094	0.34053459	0.33709329	0.33805003	0.33832463	0.34134558	0.34641025	0.33795012	0.34284284	0.33642806	0.33237664	0.33914365	0.34226181	0.35276451	0.33877241	0.33489879	0.34212966	0.33236129	0.33398412	0.34095030	0.34869619	0.33748858	0.32853924	0.34486780	0.33613327	0.34423013	0.34343109	547.28614425	0.34371630	0.33484840	0.33530432	0.33791301	0.34320516	0.33700326	0.33378326	0.34159345	0.33833207	0.34576045	0.35036227	0.33565436	0.34800376	0.34319934	0.33083598	0.33220425	0.34606790	0.33458951	0.33639995	0.33806379	0.33464637	0.33308896	0.33682252	0.33684725	0.33802796	0.34388700	0.33697376	0.34798573	0.33927450	0.33662790	0.34094027	0.34694694	0.35533856	0.33567426	0.33575275	0.33590526	0.33229257	0.33965195	0.33880905	0.34506388	0.34166019	0.34330274	0.33300919	0.33597249	0.35773862	0.34092219	0.34866601	0.35154452	0.33687983	0.33681821	0.33930464	0.34635388	0.33628865	0.33324341	0.34678875
7	8	393.65899610	0.34462814	0.34375974	0.34409378	0.34320757	0.34100391	0.34756865	0.34813416	0.34737260	0.34428633	0.34647186	0.34676939	0.35444696	0.34888003	0.34367197	0.34315919	0.34573145	0.34557542	0.34811943	0.34095234	0.34770335	0.34458338	0.34344259	0.34665000	0.35049840	0.34297749	0.35135493	0.34709299	0.35103922	0.34677792	0.34384808	0.34120975	0.33992275	177.96563660	0.35346628	0.34370384	0.34527896	0.34486765	0.34493628	0.34794219	0.34923339	0.34533507	0.34946598	0.34025062	0.35046927	0.34619455	0.34384666	0.35126543	0.34686437	0.34410141	0.34530322	0.35323346	0.34002951	0.34356094	0.34425409	0.34251787	0.34858428	0.34162481	0.34549224	0.34793368	0.35030316	0.34751363	0.34779045	0.34934368	0.35312207	0.34075015	0.34259308	0.33977176	0.34245999	0.34904669	0.34511455	0.34944445	0.34778679	0.35032112	0.35098823	0.34566841	0.35276973	0.34902977	0.34500029	0.34725724	0.34629126	0.35021996	0.34276486	0.34757103	0.34884431	180.99811304	0.34626384	0.34706638	0.34723105	0.33985381	0.34246510	0.34710056	0.34645960	0.35777786	79.07375565	0.35115946	0.34600556	0.34676645	0.34867766	0.34697557
8	9	0.32069517	0.32539953	0.31921398	0.31922468	0.31737846	0.31825995	0.31975703	0.31844784	0.32107046	0.32172659	0.32258232	0.31943936	0.31741509	0.31675577	0.32439692	0.32510113	0.32503270	0.32196321	0.32110814	0.32245432	0.31886685	0.32085926	0.31907972	0.32293345	0.31827256	0.31976698	0.31907431	0.32020018	0.32136629	0.31717109	0.32271746	0.31825377	0.31625961	0.32234646	0.31770925	0.31577421	0.32294701	0.33099682	0.31513745	0.31836957	0.32116674	478.27855055	0.32005269	0.32183221	0.32076592	0.32302367	0.31888211	0.31740192	0.31909788	0.32129360	0.31702399	0.31621407	0.31612310	0.31745458	0.32809640	0.32049974	0.32023324	0.31736496	0.32202252	0.31808247	0.31836295	0.32137934	0.31899067	0.32314868	0.32079186	0.32035660	0.31898698	0.31783305	0.32157853	0.31595061	0.31964030	0.31777396	0.31907280	0.31779043	0.31917116	0.31962164	0.32000619	0.32116908	0.32120786	0.31957287	0.31774681	0.31874748	0.31814384	0.32228109	0.32094721	0.31988686	0.32130462	0.31719269	0.32225952	0.32309912	0.32044599	0.32093792	0.32500265	0.32036390	0.31737017	0.32313459	0.32640513	0.31720979	0.31900629	0.32435377
9	10	0.32108673	0.32909182	0.31903828	0.32004122	0.31856692	0.32040360	0.32072146	0.32141052	0.32035673	0.32813297	0.32385367	0.31961444	0.31846972	0.31875881	0.32521082	0.32901921	0.32823349	0.32430323	0.32484984	0.31987098	0.32102832	1153.14638623	0.32487829	0.32521522	0.31766213	0.32052683	0.31894864	0.32065473	0.32214539	0.31999608	0.32260932	0.32080246	0.31779220	0.32352526	0.31748294	0.31846570	0.32703435	0.33712660	0.31955588	0.31826511	0.32209389	0.32199588	0.32228821	0.32245172	0.32186912	0.32166615	0.32000465	0.31858176	0.31751693	0.32091600	0.32050986	0.31744656	0.31641180	0.31953456	0.33000888	0.32585515	0.31873991	0.31969419	0.32279211	0.31798486	0.31795381	0.32000965	0.31965147	0.32247635	0.32001490	0.32015388	0.31899003	0.32154006	0.31882094	0.31881244	0.32246030	0.31789790	0.32093237	0.31796586	0.32046881	0.32069302	0.31978222	0.32048251	0.32119503	0.32111261	0.32098212	0.31964562	0.32034272	0.32488449	0.32341464	0.31952510	0.32480291	0.31878267	0.32494195	0.32502011	0.32426465	0.32277806	0.32839568	0.31699021	0.31945671	0.32352600	0.32684144	0.31845998	0.31793069	0.32669853
10	11	0.34935185	1064.87822403	927.52022600	0.34541233	0.34772902	0.34908460	0.35232077	0.35263773	261.91629264	0.34901228	1006.70405281	579.88134779	0.35106707	0.35101372	0.35162897	0.34993588	216.19338662	0.35221083	0.35054427	0.34836106	0.34962626	0.34788862	0.34884135	0.34891116	0.35263686	0.34684198	0.34966244	0.35013185	0.34829660	0.35215161	0.35021596	0.34913623	0.35040526	0.35012579	0.34806366	0.34832445	0.34962626	0.35028779	0.34870480	0.35209871	0.35113813	0.34878946	0.35204620	0.35108374	0.35071888	0.34913334	0.35086200	141.78927594	0.34902442	0.35174508	0.35025583	0.35083281	0.34299155	0.34696942	0.34859723	0.34862105	0.35223071	0.34813917	0.34917746	0.34631503	0.35302076	0.34962247	0.34598673	1406.63648399	0.35080727	0.34523229	0.34721594	0.34830751	0.34860071	0.35095852	0.35078160	0.35169541	0.34989174	0.34888223	0.35059829	697.60768947	0.34905225	0.35301344	0.34839102	0.35019744	0.34970507	0.35180639	0.35093796	0.35038972	0.35111523	0.35137057	0.35012868	0.35014357	0.34938488	0.34846647	0.34810835	0.34889856	0.35169770	0.34906183	0.35000374	0.35143437	0.35074942	0.35201740	0.34948952	0.35074228
11	12	0.33957979	0.34404622	0.34202569	0.33707992	0.34003073	0.34271293	0.34227080	0.34025955	0.33857135	0.34255592	0.34687727	0.33776701	0.34197305	0.34470164	0.34420557	0.34213028	0.34775898	0.34839705	0.34082874	0.33895365	0.33969460	0.34087601	0.34070476	0.34527376	0.33718344	0.33845431	0.34078796	0.33626192	0.34194803	0.33942003	0.34219908	0.33790039	0.33757951	0.33955150	0.33386637	0.33917155	0.34534033	0.34544492	0.34380004	0.33815272	0.34756300	0.34197744	0.34135477	0.34164948	0.34283849	0.34110526	0.34483874	0.34304600	0.34178620	0.34153404	0.34226572	0.34046704	0.33187087	0.34014966	0.34292507	0.34630061	0.34104761	0.34492461	0.34185979	0.33226432	0.34530268	0.34034790	0.33783829	0.34374244	0.33225067	0.33641719	0.34175652	0.34065015	0.33530597	0.33586886	0.34360062	0.33797813	0.34072133	0.33815277	0.34226724	0.34258353	0.34144187	0.34735028	0.34108370	0.34137877	0.33608763	516.15523334	0.33611476	0.34628145	0.34241563	0.33581783	0.34546676	0.33602953	0.34420026	0.34264715	0.34203285	0.33938507	0.34796851	0.33228251	0.33332374	0.34715199	258.39779725	0.33650999	0.33897283	0.34266320
12	13	0.31693967	0.32124955	0.31488154	0.31496538	0.31387576	615.62945741	0.31492690	0.31484644	0.31641130	0.32296533	0.31936757	0.31345813	0.31416457	0.31458321	0.32325781	0.32147514	0.32458938	0.31922782	0.31729505	0.31440848	0.31834189	0.31463690	0.31679292	0.31884949	0.31221948	0.31596430	0.31446447	0.31531869	0.31506149	0.31436525	0.31978477	0.31637388	0.31705106	0.31814943	0.31285376	0.31405877	0.32128316	0.32756567	0.31406206	0.31290662	0.31847213	0.31513064	0.31860362	0.31796278	0.31693841	0.31806895	0.31505325	0.31306580	0.31392581	0.31681089	0.31553007	0.31305244	0.31553414	0.31544592	0.32222655	0.32100888	0.31414337	0.31800114	0.31716352	0.31327115	0.31262169	0.31560442	0.31574484	0.31775294	0.31402930	0.31430237	0.31550413	0.31624592	0.31374729	0.31454484	0.31648376	0.31379983	0.31812188	0.31273546	0.31443135	0.31526759	0.31374551	0.31797725	0.31565330	0.31641319	0.31656575	0.31344770	0.31507080	0.31825536	0.31831612	0.31631248	0.32099265	0.31477588	0.31930430	0.32055246	0.31983549	0.32095354	0.32476003	0.31261852	0.31336378	0.31779814	0.32355974	0.31399133	0.31523565	0.32118506
13	14	0.32547244	0.33524040	0.32483823	0.32374099	0.32424532	0.32436691	0.32412442	0.32418387	0.32486178	0.33473947	0.32857062	0.32265838	0.32378545	0.32319436	0.33047530	0.33830846	0.33308657	0.32870015	0.32835900	0.32643241	0.32480415	0.32605186	0.32810066	0.33123218	0.32097749	0.32501087	0.32262683	0.32466911	0.32651207	0.32333997	0.32858935	0.32456170	0.32357632	0.32896029	0.32133881	0.32160418	0.33357469	0.34784225	0.32114568	0.32371405	0.32483707	0.32597745	0.32752512	0.32931417	0.32674757	0.32548594	0.32504013	0.32388597	0.32366987	0.32692301	0.32561253	0.32453854	0.32368943	0.32268405	0.33892062	0.33410685	0.32183457	0.32294046	0.32833713	0.32193510	0.32158916	0.32434176	0.32416307	0.32686919	0.32371273	0.32254567	0.32419125	0.32870924	0.32483562	0.32241547	0.32588127	0.32560814	0.32421803	0.32189894	0.32622720	0.32601544	0.32358656	0.32687746	0.32553487	0.32593041	0.32383767	0.32471189	0.32443581	0.33086779	0.32694618	0.32250238	0.33053200	0.32194316	0.32924797	0.32726481	0.32977412	0.32632225	2246.66864934	0.32502664	0.32303843	0.32865669	0.33206272	0.32470662	0.32425593	0.33276858
14	15	0.32450822	0.32810087	0.32375044	0.33009797	0.32584050	0.32647353	0.32467238	0.32660531	0.32712213	0.32822296	0.32669790	0.32818309	0.32643937	0.32697403	0.32968930	0.32837432	0.32716050	0.32754920	0.32798308	0.33132288	0.32833927	0.32464391	0.32561226	0.32571437	0.32688455	0.32574969	0.32751446	0.32822959	0.32352025	0.32654759	0.32520658	0.32416412	0.32475420	0.32624156	0.33062508	0.32345334	0.32722256	0.33012142	0.32189460	0.32762841	0.32534654	0.32423479	0.32634280	0.32795933	0.32562233	0.32557104	732.66413161	0.32955435	0.32735839	0.32429006	0.32551822	0.32538887	0.32192091	0.32379688	0.32718358	0.32931621	0.32381843	0.32478542	0.32485504	0.32690336	0.32859814	0.32726920	0.32601333	0.32812004	0.32462960	0.32652285	0.32580480	0.32775135	0.32437787	0.32290162	0.32508165	0.32808672	0.32626363	0.32268532	0.33018257	0.32506184	0.32394153	0.32813407	0.32793981	0.32461211	0.32491807	0.32568696	0.32441162	0.32682251	0.32292279	0.32775028	0.32850470	0.32278924	0.33128829	0.32125473	0.32625525	0.32452525	0.32812129	0.32564516	0.32576431	0.32630830	0.32950180	0.32758917	0.32956788	0.32352480
