0	1	220.10000000
1	7	1129.10000000
2	10	338.10000000
3	12	229.10000000
4	18	229.10000000
5	19	399.10000000
6	26	350.10000000
7	33	386.10000000
8	40	440.10000000
9	44	531.10000000
10	45	268.10000000
11	53	319.10000000
12	55	341.10000000
13	58	291.10000000
14	64	493.10000000
15	65	288.10000000
16	80	461.10000000
17	89	271.10000000
18	98	212.10000000
19	109	1557.10000000
20	113	224.10000000
21	117	269.10000000
22	118	2142.10000000
23	121	298.10000000
24	136	241.10000000
25	138	229.10000000
26	146	328.10000000
27	149	1408.10000000
28	150	257.10000000
29	152	252.10000000
30	161	345.10000000
31	163	248.10000000
32	171	228.10000000
33	178	545.10000000
34	187	246.10000000
35	193	307.10000000
36	196	732.10000000
37	197	522.10000000
38	200	217.10000000
39	201	290.10000000
40	208	238.10000000
41	209	2034.10000000
42	216	266.10000000
43	237	366.10000000
44	261	328.10000000
45	264	227.10000000
46	265	496.10000000
47	270	301.10000000
48	273	360.10000000
49	274	625.10000000
50	280	1017.10000000
51	281	266.10000000
52	287	430.10000000
53	297	505.10000000
54	304	505.10000000
55	308	310.10000000
56	315	285.10000000
57	320	1216.10000000
58	321	289.10000000
59	336	232.10000000
60	338	1041.10000000
61	341	425.10000000
62	350	204.10000000
63	351	251.10000000
64	354	293.10000000
65	356	296.10000000
66	357	720.10000000
67	363	2248.10000000
68	364	1401.10000000
69	369	328.10000000
70	373	235.10000000
71	377	204.10000000
72	390	254.10000000
73	393	289.10000000
74	397	1379.10000000
75	419	1877.10000000
76	421	268.10000000
77	423	536.10000000
78	433	1863.10000000
79	435	279.10000000
80	442	509.10000000
81	452	2236.10000000
82	453	298.10000000
83	455	234.10000000
84	458	536.10000000
85	475	224.10000000
86	480	263.10000000
87	492	1740.10000000
88	500	301.10000000
89	506	508.10000000
90	512	1591.10000000
91	520	278.10000000
92	522	312.10000000
93	524	391.10000000
94	528	289.10000000
95	530	2373.10000000
96	532	198.10000000
97	535	374.10000000
98	543	724.10000000
99	559	213.10000000
100	560	252.10000000
101	565	267.10000000
102	569	294.10000000
103	572	212.10000000
104	573	1082.10000000
105	575	432.10000000
106	589	393.10000000
107	591	205.10000000
108	592	245.10000000
109	595	243.10000000
110	602	766.10000000
111	604	268.10000000
112	609	481.10000000
113	618	324.10000000
114	619	228.10000000
115	632	1181.10000000
116	633	254.10000000
117	638	440.10000000
118	643	278.10000000
119	660	233.10000000
120	666	338.10000000
121	667	275.10000000
122	668	269.10000000
123	672	233.10000000
124	684	1971.10000000
125	694	220.10000000
126	700	239.10000000
127	709	246.10000000
128	710	290.10000000
129	726	1703.10000000
130	729	1503.10000000
131	731	255.10000000
132	733	444.10000000
133	734	263.10000000
134	737	255.10000000
135	738	245.10000000
136	767	323.10000000
137	776	289.10000000
138	785	410.10000000
139	793	1807.10000000
140	800	256.10000000
141	801	234.10000000
142	804	504.10000000
143	812	769.10000000
144	819	196.10000000
145	821	303.10000000
146	823	458.10000000
147	826	241.10000000
148	830	569.10000000
149	835	1786.10000000
150	842	285.10000000
151	845	280.10000000
152	866	409.10000000
153	874	322.10000000
154	876	384.10000000
155	877	387.10000000
156	878	447.10000000
157	882	519.10000000
158	885	248.10000000
159	887	232.10000000
160	892	384.10000000
161	896	274.10000000
162	904	1520.10000000
163	906	267.10000000
164	916	226.10000000
165	917	321.10000000
166	918	214.10000000
167	928	385.10000000
168	933	270.10000000
169	938	331.10000000
170	940	247.10000000
171	944	343.10000000
172	951	346.10000000
173	952	302.10000000
174	960	233.10000000
175	961	206.10000000
176	962	204.10000000
177	966	1136.10000000
178	968	230.10000000
179	969	249.10000000
180	977	245.10000000
181	982	839.10000000
182	984	519.10000000
183	997	297.10000000
184	1015	599.10000000
185	1018	270.10000000
186	1027	343.10000000
187	1030	1676.10000000
188	1043	271.10000000
189	1046	716.10000000
190	1049	384.10000000
191	1068	292.10000000
192	1074	301.10000000
193	1078	1687.10000000
194	1080	210.10000000
195	1081	436.10000000
196	1093	256.10000000
197	1094	275.10000000
198	1106	304.10000000
199	1114	587.10000000
200	1115	472.10000000
201	1118	1045.10000000
202	1121	277.10000000
203	1123	272.10000000
204	1128	304.10000000
205	1151	352.10000000
206	1154	378.10000000
207	1161	227.10000000
208	1174	330.10000000
209	1185	570.10000000
210	1192	394.10000000
211	1195	592.10000000
212	1198	230.10000000
213	1208	477.10000000
214	1210	422.10000000
215	1216	653.10000000
216	1218	1641.10000000
217	1220	574.10000000
218	1225	369.10000000
219	1226	335.10000000
220	1228	207.10000000
221	1229	1659.10000000
222	1233	257.10000000
223	1234	246.10000000
224	1239	351.10000000
225	1240	329.10000000
226	1250	288.10000000
227	1256	416.10000000
228	1259	237.10000000
229	1264	318.10000000
230	1271	285.10000000
231	1273	265.10000000
232	1289	564.10000000
233	1300	458.10000000
234	1303	757.10000000
235	1307	276.10000000
236	1325	936.10000000
237	1327	562.10000000
238	1335	289.10000000
239	1346	436.10000000
240	1347	260.10000000
241	1348	666.10000000
242	1365	304.10000000
243	1367	1643.10000000
244	1370	207.10000000
245	1372	1443.10000000
246	1385	902.10000000
247	1392	2067.10000000
248	1394	266.10000000
249	1395	283.10000000
250	1396	257.10000000
251	1407	260.10000000
252	1411	488.10000000
253	1420	395.10000000
254	1427	366.10000000
255	1433	257.10000000
256	1443	291.10000000
257	1449	208.10000000
258	1451	849.10000000
259	1454	373.10000000
260	1456	313.10000000
261	1457	840.10000000
262	1458	726.10000000
263	1459	237.10000000
264	1460	235.10000000
265	1461	399.10000000
266	1462	262.10000000
267	1463	466.10000000
268	1479	275.10000000
269	1485	426.10000000
270	1499	1719.10000000
271	1500	222.10000000
272	1507	208.10000000
273	1515	1839.10000000
274	1540	223.10000000
275	1545	414.10000000
276	1553	287.10000000
277	1565	200.10000000
278	1566	1580.10000000
279	1572	2277.10000000
280	1579	355.10000000
281	1582	299.10000000
282	1584	274.10000000
283	1586	1726.10000000
284	1588	326.10000000
285	1591	234.10000000
286	1595	327.10000000
287	1597	345.10000000
288	1600	369.10000000
289	1605	226.10000000
290	1615	1654.10000000
291	1620	248.10000000
292	1622	1862.10000000
293	1631	434.10000000
294	1655	643.10000000
295	1656	227.10000000
296	1663	207.10000000
297	1666	458.10000000
298	1668	467.10000000
299	1681	2003.10000000
300	1689	229.10000000
301	1690	419.10000000
302	1705	231.10000000
303	1715	1460.10000000
304	1723	290.10000000
305	1730	335.10000000
306	1731	235.10000000
307	1732	1626.10000000
308	1750	1534.10000000
309	1757	461.10000000
310	1759	277.10000000
311	1761	641.10000000
312	1772	534.10000000
313	1778	191.10000000
314	1780	1093.10000000
315	1781	306.10000000
316	1782	2138.10000000
317	1785	534.10000000
318	1793	279.10000000
319	1794	311.10000000
320	1795	1986.10000000
321	1800	289.10000000
322	1801	314.10000000
323	1802	327.10000000
324	1811	321.10000000
325	1816	349.10000000
326	1826	254.10000000
327	1837	347.10000000
328	1845	978.10000000
329	1853	454.10000000
330	1857	259.10000000
331	1865	388.10000000
332	1867	345.10000000
333	1870	293.10000000
334	1876	377.10000000
335	1882	239.10000000
336	1884	368.10000000
337	1887	267.10000000
338	1891	485.10000000
339	1895	529.10000000
340	1900	1612.10000000
341	1909	389.10000000
342	1920	1304.10000000
343	1921	219.10000000
344	1923	262.10000000
345	1929	369.10000000
346	1930	324.10000000
347	1936	228.10000000
348	1938	2121.10000000
349	1958	252.10000000
350	1963	284.10000000
351	1966	353.10000000
352	1969	358.10000000
353	1971	413.10000000
354	1973	235.10000000
355	1978	390.10000000
356	1982	315.10000000
357	1984	226.10000000
358	1985	216.10000000
359	1986	494.10000000
360	1987	330.10000000
361	1993	387.10000000
362	1994	520.10000000
363	1999	227.10000000
364	2000	971.10000000
365	2005	359.10000000
366	2010	1048.10000000
367	2017	636.10000000
368	2019	345.10000000
369	2026	1455.10000000
370	2034	319.10000000
371	2040	321.10000000
372	2041	236.10000000
373	2043	205.10000000
374	2048	264.10000000
375	2051	2043.10000000
376	2062	191.10000000
377	2066	299.10000000
378	2072	243.10000000
379	2073	407.10000000
380	2075	637.10000000
381	2081	463.10000000
382	2082	287.10000000
383	2091	231.10000000
384	2093	1221.10000000
385	2101	602.10000000
386	2106	334.10000000
387	2107	270.10000000
388	2112	202.10000000
389	2114	224.10000000
390	2116	380.10000000
391	2121	218.10000000
392	2123	432.10000000
393	2124	481.10000000
394	2125	277.10000000
395	2126	446.10000000
396	2127	1242.10000000
397	2128	230.10000000
398	2131	326.10000000
399	2141	733.10000000
400	2150	385.10000000
401	2151	402.10000000
402	2152	260.10000000
403	2156	371.10000000
404	2166	234.10000000
405	2171	419.10000000
406	2182	216.10000000
407	2196	259.10000000
408	2208	440.10000000
409	2212	338.10000000
410	2217	449.10000000
411	2218	1069.10000000
412	2222	218.10000000
413	2231	241.10000000
414	2247	522.10000000
415	2253	346.10000000
416	2257	313.10000000
417	2261	208.10000000
418	2267	234.10000000
419	2270	2194.10000000
420	2278	228.10000000
421	2279	494.10000000
422	2289	241.10000000
423	2294	241.10000000
424	2295	564.10000000
425	2322	201.10000000
426	2325	418.10000000
427	2326	1825.10000000
428	2337	266.10000000
429	2341	1254.10000000
430	2343	255.10000000
431	2347	339.10000000
432	2348	199.10000000
433	2351	236.10000000
434	2354	1931.10000000
435	2356	1123.10000000
436	2358	284.10000000
437	2362	293.10000000
438	2367	243.10000000
439	2373	234.10000000
440	2381	825.10000000
441	2388	351.10000000
442	2392	1781.10000000
443	2394	268.10000000
444	2398	1722.10000000
445	2405	1751.10000000
446	2411	373.10000000
447	2425	236.10000000
448	2428	562.10000000
449	2430	341.10000000
450	2436	384.10000000
451	2438	297.10000000
452	2453	320.10000000
453	2459	215.10000000
454	2462	351.10000000
455	2465	245.10000000
456	2474	259.10000000
457	2482	610.10000000
458	2484	544.10000000
459	2486	368.10000000
460	2492	464.10000000
461	2495	296.10000000
462	2497	317.10000000
463	2499	743.10000000
464	2502	485.10000000
465	2504	1689.10000000
466	2506	1238.10000000
467	2511	606.10000000
468	2512	253.10000000
469	2514	406.10000000
470	2528	249.10000000
471	2530	252.10000000
472	2540	587.10000000
473	2543	1488.10000000
474	2547	1357.10000000
475	2559	362.10000000
476	2566	347.10000000
477	2572	385.10000000
478	2585	402.10000000
479	2587	295.10000000
480	2597	367.10000000
481	2602	302.10000000
482	2605	1333.10000000
483	5	559.10000000
484	11	238.10000000
485	13	214.10000000
486	14	439.10000000
487	15	326.10000000
488	20	264.10000000
489	22	1713.10000000
490	25	324.10000000
491	30	284.10000000
492	31	241.10000000
493	38	382.10000000
494	41	784.10000000
495	46	346.10000000
496	49	291.10000000
497	50	1071.10000000
498	56	230.10000000
499	59	290.10000000
500	61	429.10000000
501	66	329.10000000
502	70	500.10000000
503	72	249.10000000
504	73	496.10000000
505	79	227.10000000
506	82	298.10000000
507	86	247.10000000
508	87	240.10000000
509	92	1334.10000000
510	95	1836.10000000
511	96	1252.10000000
512	100	217.10000000
513	106	2100.10000000
514	108	1875.10000000
515	110	457.10000000
516	112	236.10000000
517	116	1230.10000000
518	125	303.10000000
519	126	415.10000000
520	130	244.10000000
521	131	412.10000000
522	132	202.10000000
523	133	319.10000000
524	143	535.10000000
525	145	339.10000000
526	156	398.10000000
527	157	426.10000000
528	162	244.10000000
529	164	911.10000000
530	169	545.10000000
531	170	561.10000000
532	176	263.10000000
533	181	205.10000000
534	186	401.10000000
535	188	534.10000000
536	199	227.10000000
537	204	445.10000000
538	207	283.10000000
539	210	345.10000000
540	211	227.10000000
541	214	268.10000000
542	215	218.10000000
543	217	548.10000000
544	222	298.10000000
545	225	200.10000000
546	229	859.10000000
547	231	294.10000000
548	235	219.10000000
549	238	280.10000000
550	240	378.10000000
551	242	739.10000000
552	250	1329.10000000
553	263	389.10000000
554	266	365.10000000
555	268	713.10000000
556	272	415.10000000
557	277	250.10000000
558	282	211.10000000
559	284	330.10000000
560	286	410.10000000
561	289	419.10000000
562	292	236.10000000
563	293	418.10000000
564	300	1771.10000000
565	301	296.10000000
566	306	209.10000000
567	307	277.10000000
568	310	296.10000000
569	312	237.10000000
570	313	300.10000000
571	314	258.10000000
572	316	455.10000000
573	317	516.10000000
574	318	1903.10000000
575	329	742.10000000
576	331	1931.10000000
577	339	235.10000000
578	343	598.10000000
579	348	289.10000000
580	352	265.10000000
581	353	234.10000000
582	355	335.10000000
583	358	381.10000000
584	362	198.10000000
585	372	1213.10000000
586	380	235.10000000
587	384	266.10000000
588	385	589.10000000
589	386	555.10000000
590	389	197.10000000
591	399	995.10000000
592	403	215.10000000
593	412	416.10000000
594	413	1310.10000000
595	415	341.10000000
596	422	344.10000000
597	426	282.10000000
598	427	261.10000000
599	428	1271.10000000
600	429	371.10000000
601	431	266.10000000
602	432	304.10000000
603	434	220.10000000
604	437	239.10000000
605	438	340.10000000
606	440	230.10000000
607	446	302.10000000
608	448	216.10000000
609	450	341.10000000
610	456	485.10000000
611	459	246.10000000
612	462	260.10000000
613	465	314.10000000
614	467	305.10000000
615	472	697.10000000
616	474	1080.10000000
617	482	297.10000000
618	483	301.10000000
619	486	242.10000000
620	488	388.10000000
621	489	265.10000000
622	494	622.10000000
623	496	310.10000000
624	501	268.10000000
625	504	211.10000000
626	505	231.10000000
627	507	379.10000000
628	511	306.10000000
629	523	694.10000000
630	531	816.10000000
631	534	238.10000000
632	542	329.10000000
633	545	356.10000000
634	550	203.10000000
635	551	203.10000000
636	553	303.10000000
637	570	250.10000000
638	571	348.10000000
