0.00000	0.00481
0.00000	0.00608
0.00000	0.00569
0.00000	0.00481
0.00000	0.00561
0.00000	0.00592
0.00000	0.00537
0.00000	0.00459
0.00000	0.00410
0.00000	0.00376
0.00000	0.00623
0.00000	0.00534
0.00000	0.00369
0.00000	0.00639
0.00000	0.00449
0.00000	0.00359
0.00000	0.00506
0.00000	0.00563
0.00000	0.00561
0.00000	0.00517
0.00000	0.00510
0.00000	0.00634
0.00000	0.00589
0.00000	0.00582
0.00000	0.00639
0.00000	0.00515
0.00000	0.00579
0.00000	0.00548
0.00000	0.00618
0.00000	0.00393
0.00000	0.00553
0.00000	0.00518
0.00000	0.00501
0.00000	0.00682
0.00000	0.00620
0.00000	0.00455
0.00000	0.00609
0.00000	0.00580
0.00000	0.00488
0.00000	0.00616
0.00000	0.00586
0.00000	0.00461
0.00000	0.00523
0.00000	0.00415
0.00000	0.00457
0.00000	0.00648
0.00000	0.00644
0.00000	0.00595
0.00000	0.00436
0.00000	0.00548
0.00000	0.00409
0.00000	0.00488
0.00000	0.00481
0.00000	0.00579
0.00000	0.00371
0.00000	0.00460
0.00000	0.00457
0.00000	0.00665
0.00000	0.00588
0.00000	0.00599
0.00000	0.00511
0.00000	0.00437
0.00000	0.00546
0.00000	0.00624
0.00000	0.00733
0.00000	0.00635
0.00000	0.00604
0.00000	0.00530
0.00000	0.00341
0.00000	0.00477
0.00000	0.00618
0.00000	0.00454
0.00000	0.00683
0.00000	0.00533
0.00000	0.00612
0.00000	0.00562
0.00000	0.00605
0.00000	0.00689
0.00000	0.00584
0.00000	0.00584
0.00000	0.00564
0.00000	0.00519
0.00000	0.00633
0.00000	0.00592
0.00000	0.00515
0.00000	0.00551
0.00000	0.00436
0.00000	0.00534
0.00000	0.00684
0.00000	0.00679
0.00000	0.00700
0.00000	0.00867
0.00000	0.00483
0.00000	0.00482
0.00000	0.00383
0.00000	0.00526
0.00000	0.00735
0.00000	0.00476
0.00000	0.00574
0.00000	0.00560
0.00000	0.00425
0.00000	0.00507
0.00000	0.00704
0.00000	0.00393
0.00000	0.00619
0.00000	0.00445
0.00000	0.00502
0.00000	0.00660
0.00000	0.00475
0.00000	0.00532
0.00000	0.00731
0.00000	0.00507
0.00000	0.00428
0.00000	0.00478
0.00000	0.00703
0.00000	0.00499
0.00000	0.00515
0.00000	0.00519
0.00000	0.00521
0.00000	0.00636
0.00000	0.00657
0.00000	0.00607
0.00000	0.00687
0.00000	0.00595
0.00000	0.00579
0.00000	0.00560
0.00000	0.00662
0.00000	0.00688
0.00000	0.00610
0.00000	0.00428
0.00000	0.00528
0.00000	0.00404
0.00000	0.00586
0.00000	0.00504
0.00000	0.00569
0.00000	0.00651
0.00000	0.00567
0.00000	0.00556
0.00000	0.00472
0.00000	0.00526
0.00000	0.00547
0.00000	0.00521
0.00000	0.00547
0.00000	0.00563
0.00000	0.00463
0.00000	0.00613
0.00000	0.00646
0.00000	0.00533
0.00000	0.00367
0.00000	0.00503
0.00000	0.00780
0.00000	0.00558
0.00000	0.00768
0.00000	0.00573
0.00000	0.00484
0.00000	0.00573
0.00000	0.00518
0.00000	0.00636
0.00000	0.00452
0.00000	0.00603
0.00000	0.00457
0.00000	0.00682
0.00000	0.00544
0.00000	0.00525
0.00000	0.00526
0.00000	0.00571
0.00000	0.00633
0.00000	0.00537
0.00000	0.00533
0.00000	0.00353
0.00000	0.00619
0.00000	0.00393
0.00000	0.00521
0.00000	0.00585
0.00000	0.00505
0.00000	0.00489
0.00000	0.00586
0.00000	0.00512
0.00000	0.00558
0.00000	0.00576
0.00000	0.00653
0.00000	0.00656
0.00000	0.00540
0.00000	0.00543
0.00000	0.00539
0.00000	0.00445
