7.292235e-02,1.824102e-10,1.886764e-01,1.832909e-05,2.624356e-09,1.052323e-15,7.967683e-07,9.456968e-01,1.658940e-01,5.874037e-16,8.049928e-13,1.175120e-10,4.405386e-07,6.362195e-12,3.939712e-01,1.010495e-14,1.903782e-08,1.025822e-07,4.858741e-04,1.666298e-02,2.187643e-09,3.544097e-14,2.202851e-04,6.327391e-02,8.850113e-01,1.918004e-07,3.877008e-06,1.488435e+00,0.000000e+00,1.652871e+00,6.329229e-11,8.709585e-10,2.254721e-10,1.977941e-11,1.600086e-05,2.786855e-14,0.000000e+00,1.547697e-08,1.183266e+00,2.873642e-01,4.180591e-11,7.949399e-05,0.000000e+00,2.142066e-11,1.314015e-07,4.161699e-01,1.314199e-03,2.419046e-13,1.764044e-12,2.007779e-05
1.238935e+00,7.697714e-10,9.049606e-06,1.663843e-07,5.937304e-03,1.258103e-07,8.180318e-12,9.217503e-06,7.066125e-01,8.550604e-01,1.315584e-07,2.031439e-06,6.813637e-03,3.593436e-03,2.828854e-07,7.022529e-01,2.190768e-06,1.112053e-04,7.356823e-01,1.218024e-08,1.382602e-05,1.772951e-05,6.622424e-03,6.205923e-07,1.114241e-04,1.227630e-06,5.594062e-10,4.026919e-07,1.544231e+00,8.302057e-02,2.034331e-04,1.797486e-01,6.507030e-07,7.489181e-03,4.845324e-07,7.511322e-04,1.300056e-01,1.361015e-02,1.444222e-07,9.041848e-07,2.484984e-07,1.694309e-09,1.098561e+00,1.097700e-06,1.118214e-09,6.855970e+00,2.552095e-09,1.924193e-04,6.336054e-11,5.775218e-05
4.651286e-01,9.073456e-07,2.050508e+00,5.881225e-07,1.011982e-03,1.288178e-11,3.949961e-04,2.826781e-05,4.953326e-08,1.415594e-05,3.939142e-14,1.434147e-05,1.034041e-07,0.000000e+00,3.324253e-01,2.444863e-12,3.465855e-08,1.859155e-11,1.075491e-14,2.766791e-13,1.035710e-05,1.114686e-09,5.226396e-01,2.365875e-09,7.916772e-03,5.991766e-08,2.240645e-03,1.113921e+00,4.962890e-01,8.146852e-05,7.177122e-05,6.270596e-01,4.115553e-14,2.605354e-10,3.718846e-08,9.167394e-06,1.898150e-10,2.444415e-08,1.158644e-13,0.000000e+00,6.884700e-11,1.193363e-01,5.943069e-11,1.675621e-10,4.180589e-12,0.000000e+00,2.604381e-06,4.489987e-01,4.488402e-03,7.913215e-08
1.667587e+00,2.856553e-04,9.093875e-01,3.734358e-01,2.539994e-13,5.342435e-11,6.932071e-04,1.357611e-03,4.708774e-03,2.783949e-05,4.781849e-11,1.261247e-01,2.111615e-01,2.507669e-14,1.746696e-04,1.749358e-09,4.222197e-08,1.555794e-01,3.589438e-09,3.507018e-10,5.527243e-06,2.730341e-07,2.634835e-07,1.111393e-14,8.368832e-01,3.544360e-08,0.000000e+00,1.584756e-09,2.296239e-06,1.827485e-01,2.105141e-04,3.246432e-07,1.200885e-13,2.306776e-10,4.554278e-10,4.914987e-14,1.149486e-15,1.924189e-07,9.226466e-08,8.932854e-12,2.528078e-11,7.586286e-01,1.199061e+00,0.000000e+00,8.912222e-07,1.124232e-03,4.937597e-11,2.590723e+00,1.624931e-05,7.067211e-02
3.800731e+00,4.117243e-03,1.744943e+00,5.030130e-02,9.756312e-01,2.001218e-04,1.110141e-04,2.946892e-04,6.541948e-01,4.526502e+00,1.101540e-02,8.963080e-02,2.989170e-03,2.239441e-03,6.790420e-02,3.807761e+00,1.132290e+00,9.094073e+00,2.333642e-03,4.725036e+00,2.434753e-02,1.971417e-02,8.918323e-03,1.073059e-02,6.667510e-02,2.371044e-02,1.228131e-03,1.486328e-01,9.414096e+00,3.447870e-04,2.399337e-02,9.696018e-02,1.304301e+01,4.181951e+00,5.904294e-01,7.774711e+00,1.429370e+01,3.186153e+00,2.047820e+00,3.563195e+00,1.647474e-05,8.202887e+00,4.996152e-01,1.873218e-03,2.563524e-04,8.559892e-01,3.732566e-02,2.596751e+00,2.140252e-01,2.074029e-01
1.622790e+00,2.722761e-03,1.251677e-04,8.021764e+00,3.320766e-07,1.241502e-05,1.158479e+00,5.720696e-05,3.529328e+00,1.947849e+00,1.094900e-04,5.231625e-08,1.429050e-05,1.959432e-04,1.613660e-06,5.909816e-05,5.650167e-02,7.938137e-04,3.043138e+00,6.078395e-02,9.902741e-08,1.599993e-06,4.717959e+00,1.521027e-03,1.064678e+00,2.606743e-03,1.135219e+00,4.805661e-03,3.166561e-02,8.722988e-08,1.212089e-03,9.636662e-02,1.136502e-03,8.539262e-02,6.740275e-01,1.763754e+01,1.628920e-06,2.059251e-03,1.820895e-08,3.259884e-04,8.256568e-08,5.598167e-02,4.667618e-02,4.879064e-02,2.288721e-01,1.044491e-05,1.396843e-01,4.083772e-02,1.051085e-02,3.251324e-08
2.054428e-05,7.175413e-10,1.099747e+00,2.045878e-05,1.426697e-12,2.800816e-11,9.658757e-06,1.138359e+00,0.000000e+00,4.472594e-01,1.385950e-10,3.213376e-03,6.810537e-15,2.706285e-04,1.768194e-09,4.060047e-02,2.139053e+00,2.064259e-05,4.751052e-11,6.796462e-16,3.907184e-11,5.144761e-08,5.319476e-10,7.480912e-07,1.363779e-10,0.000000e+00,3.454792e-08,0.000000e+00,4.231664e-15,3.251168e-07,0.000000e+00,2.851569e-13,3.538755e-10,5.739155e-12,3.782028e-10,1.784015e+00,0.000000e+00,4.964200e-06,0.000000e+00,1.739388e-04,0.000000e+00,3.519103e-05,1.675783e-10,1.562772e-05,1.036575e-13,1.153855e-12,4.297253e-08,1.749106e-05,7.386582e-15,0.000000e+00
5.861869e-02,3.615094e-04,2.660326e-10,8.516105e-11,1.813423e-07,1.265005e-06,4.128048e-01,4.075639e-09,4.019822e-01,1.003101e-01,2.331060e-10,1.029412e-01,2.061778e+00,3.226300e-08,4.473225e-06,1.661535e-09,9.045021e-05,4.018220e-04,9.047603e-01,8.207187e-16,6.103589e-01,5.905819e-09,4.101968e-13,2.761040e-12,2.300539e-01,4.564672e-05,5.066227e+00,6.769053e-12,8.071081e-05,7.693095e-13,5.041752e-07,7.841240e-03,7.447225e-12,8.548145e-05,6.611020e-12,1.507139e-01,2.516941e-04,2.377327e-06,0.000000e+00,2.663989e-03,5.765165e-02,1.641101e-06,2.542594e-03,7.835169e-04,4.291735e-13,9.768785e-09,2.731779e-06,7.871206e-14,3.610056e-06,1.627785e-04
6.433421e-16,4.635102e-04,3.916385e-02,1.269416e-11,0.000000e+00,3.028330e-06,6.937148e-14,2.754159e-16,1.464018e-13,1.363018e-02,1.911464e-01,2.067702e-09,2.619035e-07,6.345238e-13,5.821443e-15,0.000000e+00,9.590669e-01,5.360656e-01,1.106536e-03,2.250658e+00,6.115987e-08,0.000000e+00,0.000000e+00,6.389275e-15,2.756719e-04,2.800837e-06,0.000000e+00,1.046212e-09,0.000000e+00,1.172724e-07,1.016767e-06,6.933900e-04,1.516178e-09,0.000000e+00,2.647789e-13,7.425419e-04,2.908913e-06,5.135286e-15,6.216814e-10,3.123331e-01,0.000000e+00,3.612804e-10,0.000000e+00,1.369674e-06,0.000000e+00,2.639568e-13,2.740170e-12,1.841655e-07,1.103270e-07,1.786086e+00
2.065159e-02,8.369465e-03,5.720492e-01,7.693215e-04,1.331491e-04,1.040394e-06,1.005923e-12,6.325045e-05,2.261100e-03,6.030511e-06,6.968442e-08,3.195263e-10,9.693154e-05,1.400064e-13,2.342247e-06,1.995337e-12,2.291715e-04,6.883930e-06,8.606652e-05,1.849386e+00,2.526997e-03,4.845602e-07,2.911606e+00,1.629277e-03,1.763226e-05,3.232675e-09,4.230666e-03,9.296864e-04,3.267659e-09,3.550998e-05,2.630070e+00,3.144306e-09,1.772009e-07,2.392000e-12,2.212986e-11,4.059138e-01,7.697018e-01,4.272463e-14,1.492673e-07,5.927008e-05,9.051226e-07,5.133407e-15,2.339765e-10,3.783622e+00,3.449990e-12,1.876307e-05,2.451273e-01,7.468004e-01,3.551920e-04,9.137487e-01
4.181293e+00,3.759678e-03,3.690403e+00,1.877767e-03,6.987482e-03,4.685578e+00,4.040548e-05,3.291533e-05,4.587959e-02,2.296623e+00,2.654726e-03,4.694188e-04,8.086585e-01,4.170133e-08,4.377849e-02,7.550448e-03,8.877994e-03,2.086778e-02,6.336832e-02,2.275406e+00,1.681461e-01,5.598089e-03,7.675868e-05,2.442963e+00,1.864766e-02,1.562638e+01,1.670354e-02,1.082943e-02,1.595588e-03,7.279125e-02,3.037690e-04,9.705868e-01,2.978550e-04,5.583550e-06,1.496639e+01,4.431229e+00,1.310700e-05,1.210266e-05,7.521123e+00,2.421710e-05,1.070937e-06,6.827893e-02,1.096770e+00,1.756188e+00,4.706073e-03,2.938335e-01,9.138981e-03,8.346651e+00,3.222317e-01,7.136633e-04
1.354507e-03,1.569886e-04,5.350689e-01,1.504349e-07,2.562440e-10,1.228055e-11,0.000000e+00,1.310900e-10,2.310402e-06,1.718595e-04,7.249196e-10,2.428499e-06,2.049097e+00,3.882503e-07,5.763791e-06,9.931527e-12,3.018209e-06,8.786991e-04,9.048810e-12,1.450621e+00,4.137835e-10,9.098396e-10,1.737069e-06,2.104306e+00,5.211337e-02,5.156307e-08,1.793286e-13,3.332283e-11,2.454158e-03,1.032491e-09,1.235949e-01,5.098840e-08,1.811588e-09,2.015116e-15,4.030528e-09,9.188059e-09,5.525328e-02,8.356717e-15,7.071630e-15,4.784115e-07,5.146394e-16,9.113217e-05,7.638271e-01,8.967637e-11,8.219766e-12,3.856786e-06,6.992673e-14,1.942149e-07,2.698230e+00,1.124580e-14
4.817881e-02,1.709641e-12,8.108912e-13,2.395852e-06,2.355765e-11,1.052689e-15,0.000000e+00,1.566255e+00,9.615816e-15,1.425508e+00,2.486353e-10,8.072920e-08,5.740692e-13,3.088406e-14,1.756266e-13,0.000000e+00,0.000000e+00,8.785875e-09,5.594576e-10,0.000000e+00,1.027363e-10,2.479811e-13,2.723520e-07,0.000000e+00,8.304511e-16,0.000000e+00,4.162013e-16,5.267098e-08,0.000000e+00,5.276269e-08,8.238975e-08,0.000000e+00,9.891884e-14,3.472530e-13,4.686096e+00,0.000000e+00,5.067008e-14,0.000000e+00,3.956283e-11,4.518026e-12,2.420909e-07,1.090506e-14,2.673226e-16,0.000000e+00,4.414919e-16,4.432826e-08,1.023251e-12,1.056431e-06,2.121845e-07,0.000000e+00
