4.009034e-03,2.114900e-02,5.326402e-14,4.257157e-03,1.490036e-02,4.746086e-11,9.120342e-87,1.855170e-02,1.835276e-22,2.633939e-13,9.965213e-03,8.614785e-79,5.761419e-19,2.273891e-02,2.103360e-02,4.868046e-02,1.011269e-59,4.988553e-03,2.820913e-02,4.732307e-02,4.253820e-03,4.839866e-49,4.189029e-02,7.112493e-38,3.044321e-02,5.759292e-03,4.269968e-02,1.548988e-02,2.194208e-02,2.900525e-02,6.755261e-03,1.258056e-02,5.745583e-29,7.482612e-03,8.637768e-52,2.829859e-45,6.882688e-02,9.370484e-03,7.025870e-11,6.918331e-23,7.667411e-03,2.097424e-70,2.535081e-03,7.488555e-60,4.991761e-03,4.142220e-03,1.262558e-39,8.272817e-03,1.472074e-29,1.065018e-02,1.040804e-76,3.429137e-02,1.540292e-02,7.367960e-03,2.193869e-23,1.820046e-02,1.417395e-32,2.990833e-68,2.360844e-35,2.263211e-02,1.155467e-25,1.391232e-69,7.168411e-84,2.587740e-12,2.346349e-02,1.533826e-41,8.605301e-32,6.503676e-70,8.202377e-97,7.251715e-03,1.484595e-02,5.315470e-102,1.970702e-138,6.826580e-49,1.535540e-02,5.321638e-55,1.318532e-35,4.536874e-39,1.652345e-02,9.714010e-03,2.083748e-02,7.033037e-03,5.467675e-38,1.803275e-45,5.769441e-140,5.235189e-03,8.359447e-49,1.897163e-56,1.824856e-73,3.041497e-02,7.724377e-03,4.982254e-05,2.436774e-02,2.621735e-02,4.439738e-87,3.081217e-66,2.360939e-02,1.167589e-02,8.748846e-03,5.940880e-03
3.300130e-15,8.466192e-03,5.264978e-27,2.109782e-02,7.814586e-03,1.725202e-02,8.508562e-03,1.103920e-02,5.194347e-36,1.319709e-04,1.516374e-02,1.502913e-02,4.494465e-17,1.061519e-02,2.298783e-02,2.363653e-02,9.431726e-03,1.021178e-02,5.671818e-23,2.366036e-02,2.648362e-02,3.453143e-02,3.560951e-120,8.349843e-03,1.729641e-04,1.859850e-02,2.014883e-02,3.832880e-02,4.846111e-03,1.288079e-10,2.842026e-02,5.918552e-03,1.477108e-02,6.412229e-02,2.849598e-02,4.038311e-02,1.170665e-02,2.544315e-03,2.234771e-02,3.392626e-10,2.090308e-58,1.602303e-02,3.319111e-02,1.274412e-02,1.779735e-173,4.203434e-40,1.128558e-06,9.237607e-03,2.917332e-31,9.137797e-03,5.754755e-03,2.067323e-02,3.363304e-12,7.450903e-80,2.235387e-02,4.052655e-02,2.860968e-02,1.630536e-55,2.312305e-38,7.727043e-03,1.269399e-02,2.255853e-27,2.380668e-40,1.704509e-24,7.687775e-41,8.169089e-03,2.850839e-32,1.083788e-45,1.466654e-50,1.166024e-35,1.407886e-02,5.288605e-31,2.696115e-02,3.126805e-22,8.859427e-06,1.566857e-02,1.092058e-51,1.022699e-02,1.742497e-02,2.457604e-02,1.215032e-02,2.701003e-43,2.174726e-02,1.744947e-35,3.070982e-83,8.999056e-39,1.253769e-02,7.363272e-03,1.208325e-02,4.591386e-120,5.030666e-44,1.735840e-02,2.106466e-02,1.150758e-02,1.730120e-02,7.284309e-03,2.300207e-63,3.004544e-02,5.315105e-68,2.450816e-02
7.969612e-03,2.968608e-02,1.175362e-27,4.359057e-03,1.161020e-02,1.620851e-02,4.157700e-03,1.434694e-02,3.781286e-02,2.220025e-03,2.505878e-02,4.309373e-03,2.274430e-02,1.371140e-02,5.128284e-31,2.447582e-02,1.451360e-21,5.676505e-03,4.788083e-50,3.531091e-08,9.527044e-03,1.177067e-02,1.549060e-02,1.170877e-33,3.386241e-04,4.752786e-02,3.238680e-09,1.804984e-02,2.187952e-02,2.016046e-02,3.526972e-02,1.920058e-02,4.866136e-02,3.047356e-02,9.018614e-03,4.159853e-17,2.807547e-02,3.395819e-02,2.190771e-05,4.592278e-02,9.703982e-03,1.071122e-02,2.628187e-02,1.800750e-02,9.923953e-03,7.994808e-49,4.186706e-03,8.728500e-03,3.292077e-03,5.571328e-03,5.042778e-35,3.022032e-03,3.963054e-32,2.060603e-02,2.067799e-02,3.339742e-07,1.285420e-44,1.992492e-06,8.698321e-25,7.830482e-03,3.670479e-29,9.426030e-03,1.373700e-02,6.434936e-44,1.886349e-74,8.854882e-03,4.934847e-03,9.786050e-03,2.544762e-02,9.326432e-23,2.257009e-41,6.641252e-03,6.433028e-03,7.265984e-03,3.872457e-02,1.109049e-02,7.218559e-03,9.033249e-48,2.903893e-02,3.644695e-02,8.752092e-03,2.768746e-02,3.553334e-15,5.041571e-39,5.123973e-03,1.204294e-42,1.067907e-02,3.156945e-45,3.047748e-02,2.305088e-02,1.937246e-02,1.669961e-02,7.096028e-03,2.138744e-02,2.900049e-52,5.240623e-03,1.605635e-118,4.921652e-59,7.446930e-03,1.043664e-114
2.188608e-16,1.433385e-02,2.086070e-04,2.595981e-02,8.169086e-03,2.145457e-02,2.865131e-45,1.113108e-02,2.346488e-10,7.058001e-03,4.830179e-02,9.278242e-03,4.593344e-02,2.616815e-02,3.372885e-02,5.678549e-12,1.200575e-02,2.041890e-03,1.406317e-36,1.065784e-02,8.464421e-03,8.470847e-03,1.214972e-02,2.006805e-26,6.770550e-03,1.734748e-08,1.251512e-10,3.864109e-24,2.408873e-02,1.473283e-02,1.585488e-02,2.887821e-23,1.260152e-09,6.160352e-02,4.509149e-02,1.216045e-18,2.839502e-07,5.794513e-03,1.053192e-02,2.012259e-03,2.618839e-27,1.783631e-02,5.455064e-03,1.638284e-32,9.923965e-03,2.108020e-02,1.250046e-50,9.024236e-20,4.731275e-02,7.743753e-03,6.476136e-03,1.278892e-02,3.333804e-02,5.935964e-119,1.713852e-03,3.322641e-02,6.193979e-03,3.597762e-16,2.451778e-22,1.137432e-02,6.700397e-25,1.873999e-02,8.587373e-03,5.453570e-26,2.306598e-21,6.234585e-32,3.230339e-02,5.903072e-37,2.201131e-02,2.620212e-02,1.203236e-02,3.202241e-02,6.730406e-64,1.003845e-02,9.796948e-11,2.113307e-16,2.721978e-65,3.761367e-02,5.568772e-02,1.594586e-02,4.358314e-98,6.722578e-03,4.627282e-03,2.173646e-02,5.955546e-03,1.652169e-02,8.432667e-42,2.638141e-27,1.260846e-02,3.145799e-02,5.974934e-46,3.490012e-09,6.367908e-42,7.609017e-03,3.885439e-38,2.764897e-56,3.394915e-53,1.067089e-02,7.253852e-03,1.080161e-104
3.072405e-02,7.698750e-03,7.872618e-12,5.006273e-02,2.687108e-02,2.695970e-02,1.048918e-56,4.360599e-02,1.146035e-09,5.129367e-03,6.520707e-02,8.378865e-03,2.082112e-03,5.208460e-02,3.180767e-02,8.722415e-02,6.941164e-02,2.941387e-02,9.948246e-03,4.559068e-02,2.167687e-02,2.815664e-02,1.584289e-02,1.658178e-02,1.924510e-02,5.737907e-02,5.946238e-02,2.410526e-02,5.609280e-03,6.507335e-02,2.414732e-02,2.433989e-02,8.006302e-02,8.170267e-03,4.353508e-02,5.824439e-02,4.466324e-03,2.638190e-12,4.677356e-02,8.296613e-02,8.124699e-03,1.542783e-02,1.100675e-02,2.083677e-02,5.011913e-03,1.397140e-31,1.834199e-24,2.688148e-02,1.733868e-18,2.263705e-02,2.890254e-02,2.535920e-15,2.022820e-02,7.312367e-03,1.161908e-02,1.990749e-02,5.166967e-02,2.302746e-02,1.378598e-24,3.614666e-02,3.149922e-02,4.254654e-02,1.205453e-03,2.278973e-02,1.532975e-02,1.952022e-02,1.792609e-02,9.155479e-03,1.949663e-02,9.043635e-63,4.616018e-02,1.352274e-02,1.328605e-02,1.793991e-02,1.215362e-02,4.723894e-02,1.778641e-02,3.419895e-02,1.344805e-02,3.574853e-02,1.400842e-02,4.627339e-43,4.390899e-02,3.091190e-02,2.826506e-02,2.299890e-02,7.601767e-03,1.842274e-02,3.292190e-02,4.942758e-02,7.428600e-52,2.630020e-02,5.499383e-03,4.082256e-29,9.862325e-03,1.828953e-02,1.584092e-02,1.150688e-02,2.511747e-73,5.877793e-03
6.918410e-02,1.960192e-02,3.138136e-03,2.061069e-02,3.862949e-02,1.880291e-02,8.092437e-02,1.082490e-02,5.613278e-02,7.344268e-02,7.076734e-02,4.128758e-02,7.457135e-02,1.701819e-02,2.755551e-02,8.334926e-02,2.655300e-02,7.841488e-02,8.527411e-22,1.432396e-02,4.373158e-02,6.298788e-02,9.840301e-03,3.934987e-02,4.199381e-02,2.643404e-02,1.428460e-03,2.303902e-02,4.184823e-02,6.666914e-02,5.154168e-02,7.599251e-02,6.190100e-02,1.340194e-02,6.151416e-02,9.598633e-04,4.753350e-02,1.073010e-20,5.573426e-03,4.624857e-02,9.420070e-03,1.348179e-02,4.166872e-02,4.067418e-02,4.498282e-02,1.067139e-39,4.430552e-02,1.070287e-02,3.376609e-10,1.111917e-02,1.824979e-02,2.945192e-02,2.211103e-02,7.589367e-03,2.744604e-02,6.914040e-02,4.184878e-02,9.130082e-21,6.839900e-03,2.231386e-02,4.865530e-02,7.552373e-03,2.456122e-02,1.923455e-02,5.085554e-41,3.229606e-02,4.593721e-02,2.782762e-02,4.139535e-02,1.604539e-02,4.081983e-02,3.380543e-02,1.868138e-02,4.854054e-02,5.277668e-02,1.248659e-02,1.443374e-02,2.123924e-03,1.856616e-02,3.367459e-02,3.363181e-02,8.216290e-02,8.867532e-21,3.401016e-02,3.384996e-02,7.191676e-03,7.491588e-96,3.426293e-02,2.087641e-02,4.811264e-02,3.377274e-50,2.329589e-02,5.836469e-02,1.205121e-14,1.777719e-02,5.580828e-02,1.823057e-02,4.777619e-02,4.443868e-02,6.058978e-03
1.636101e-03,8.956782e-03,5.901626e-01,1.508308e-90,2.304482e-02,3.431914e-02,5.307571e-47,4.490399e-02,1.856018e-17,5.477189e-01,7.837123e-03,4.366870e-02,1.186653e-01,8.026245e-03,1.088837e-01,1.104669e-01,1.282014e-01,5.004673e-02,5.041726e-02,8.733321e-09,4.540860e-03,2.304414e-02,4.627901e-02,3.219974e-21,1.120314e-01,2.107538e-02,4.356576e-02,5.820728e-02,8.631730e-02,6.299309e-02,9.211351e-02,6.943297e-02,9.817365e-02,1.839551e-03,4.874868e-02,6.659024e-47,9.504554e-09,7.769317e-41,4.495823e-02,1.412415e-11,4.461560e-02,2.584949e-26,1.934386e-02,4.147036e-02,1.509491e-02,2.490173e-41,1.441006e-10,7.247342e-02,8.532048e-02,1.617924e-73,2.892331e-02,5.859378e-27,1.514218e-86,7.110151e-02,9.556428e-02,3.353374e-02,3.294154e-02,4.170599e-02,1.044847e-02,1.302614e-35,3.062612e-02,1.083185e-02,2.011172e-02,5.569093e-31,1.504255e-02,4.242648e-02,1.881478e-02,3.401944e-02,3.644094e-40,4.551337e-02,9.615193e-02,1.938599e-30,5.204917e-02,6.693787e-02,4.864117e-12,9.427390e-03,1.483306e-39,1.596106e-02,6.136394e-03,1.254317e-01,1.779453e-03,8.924998e-02,3.058687e-06,1.009802e-01,3.077127e-02,3.212809e-02,1.870568e-72,4.838571e-46,6.836466e-03,2.450761e-02,1.582464e-85,8.189802e-02,1.298112e-81,4.096321e-02,8.423969e-55,1.412145e-01,1.466111e-02,2.507742e-02,1.631488e-02,6.213454e-03
2.305339e-21,2.849681e-02,7.047659e-12,2.404789e-02,3.126734e-02,1.245411e-02,8.713587e-03,5.662251e-107,4.911891e-02,2.301144e-03,8.505579e-03,6.995130e-54,1.531864e-02,8.941459e-03,1.722036e-02,1.063344e-03,4.961295e-51,2.691891e-02,3.004511e-22,9.376950e-72,2.670793e-02,1.027766e-02,1.428140e-116,7.278740e-03,4.691430e-04,1.626982e-02,1.764650e-22,3.403758e-02,4.092915e-46,1.720685e-02,8.582219e-03,5.248537e-06,8.969189e-03,6.578294e-23,5.637514e-04,4.432750e-20,5.471356e-19,6.062987e-25,7.010149e-04,7.313753e-03,4.459369e-21,1.224631e-02,2.645389e-02,9.707844e-03,9.951826e-03,3.025190e-40,6.814568e-03,1.335277e-02,3.968243e-02,9.260342e-03,1.310912e-02,5.606074e-29,2.066952e-02,3.023345e-78,1.506645e-02,4.097436e-06,5.073398e-03,5.262541e-26,1.002681e-19,3.212160e-02,1.344992e-02,5.676781e-02,1.122765e-02,4.996685e-02,1.738136e-02,7.281562e-03,3.476774e-02,7.431570e-41,7.419548e-03,2.894233e-06,4.207811e-57,8.426693e-42,1.292581e-02,6.374899e-03,3.995690e-03,3.030054e-65,3.192629e-02,9.733992e-03,1.212622e-02,1.559209e-51,2.748192e-02,1.503940e-49,7.572648e-32,8.216996e-03,3.456658e-02,1.208807e-02,2.212640e-38,4.301705e-29,2.001370e-02,7.741362e-03,1.237341e-48,1.136825e-29,3.597941e-11,2.144868e-02,1.189404e-50,1.116880e-62,2.411629e-148,4.452495e-29,6.118142e-03,5.830886e-03
9.697704e-16,2.793647e-02,7.593720e-10,3.474196e-02,3.735208e-03,3.415485e-02,3.243004e-02,3.278320e-02,2.480404e-02,3.622558e-02,6.929023e-03,4.703636e-03,3.846135e-19,1.995448e-02,3.376557e-02,4.356282e-11,1.064046e-44,1.659009e-02,5.120382e-20,2.176469e-02,3.614294e-02,2.313172e-02,4.106342e-03,6.753231e-03,2.295182e-02,9.488867e-03,3.665517e-02,2.149693e-02,3.210543e-02,2.042453e-02,2.003392e-02,2.905533e-03,3.318809e-10,1.411072e-03,2.614981e-02,4.443745e-02,2.930251e-02,3.958139e-02,1.207683e-11,2.837894e-02,2.811093e-03,1.398867e-31,1.384291e-02,6.440863e-03,2.152859e-201,2.721069e-02,7.976318e-05,2.210219e-02,1.688553e-02,1.772548e-02,5.436431e-03,2.415185e-02,5.011711e-06,6.591113e-03,1.176746e-02,2.477380e-02,1.974001e-02,3.216068e-33,7.286952e-18,6.592098e-03,1.840100e-02,4.775061e-31,7.736390e-24,6.728949e-07,8.324257e-62,2.400854e-02,2.359957e-02,8.409798e-38,1.991088e-02,4.283516e-03,3.433553e-02,2.335628e-02,5.230342e-125,7.234541e-49,3.265586e-02,1.074176e-02,2.003773e-02,1.944036e-02,1.575592e-02,9.368636e-41,5.051258e-18,1.832687e-02,1.285397e-14,2.977518e-32,1.080491e-18,7.146441e-68,9.920570e-03,2.372721e-47,2.172126e-41,1.318481e-02,8.016466e-74,8.168166e-39,1.695590e-02,4.687888e-02,3.319953e-02,2.310912e-02,1.648236e-50,2.090635e-02,1.810032e-02,2.337067e-02
3.233698e-04,2.221675e-02,2.910294e-10,1.641307e-02,1.580977e-02,2.318305e-02,8.493501e-03,2.590711e-02,3.269382e-12,4.909397e-07,5.603366e-02,1.246530e-02,4.581699e-03,2.036541e-02,1.895819e-02,6.559513e-02,2.313737e-02,4.459421e-02,4.130603e-19,1.320985e-02,4.398796e-02,3.354947e-02,1.208570e-02,1.550117e-03,3.051438e-14,2.972110e-02,2.368275e-14,2.659556e-02,1.387216e-02,2.790331e-02,2.240509e-02,1.820435e-25,1.262582e-15,3.049714e-02,2.146411e-02,6.029790e-33,5.177757e-03,2.264585e-02,3.838387e-02,4.555354e-02,2.582524e-02,3.479444e-32,3.599447e-02,2.236317e-85,4.980826e-03,5.318196e-02,2.106584e-02,1.277061e-02,6.524510e-15,4.324945e-03,9.003038e-03,3.300943e-02,1.452220e-02,8.748193e-03,2.892709e-22,1.107027e-02,2.599900e-02,3.080645e-15,1.996193e-02,2.621416e-02,7.529879e-03,9.787956e-03,8.545555e-74,1.188554e-16,4.879024e-43,2.096414e-02,3.035005e-08,1.410000e-02,2.529446e-02,2.281574e-62,3.539715e-02,1.268227e-02,2.550659e-57,1.706148e-02,1.687921e-02,1.018719e-09,2.435872e-42,1.951691e-02,6.143256e-03,1.565973e-02,9.615564e-03,1.777634e-02,1.492129e-28,9.977867e-03,7.272574e-81,3.576436e-02,1.524561e-29,3.749799e-17,6.175267e-26,1.432845e-02,3.716050e-02,2.553790e-02,5.043473e-37,9.751458e-33,3.549969e-26,1.036498e-02,3.406588e-41,1.703820e-02,9.489004e-61,6.425331e-03
